gamma,scenario,gcm,slidinglaw,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
meanAnt,ssp245,CESM2-WACCM,J300,0.0,0.0126183276825524,0.02665380118308,0.0412117837720951,0.0583855457081438,0.0788620468434402,0.0979963753601521,0.1166024489192774,0.1329893806648537,0.1481722447423655,0.1656398094538501,0.1802874905691915,0.1911089187374098,0.204843977777958,0.2201583127472067,0.2323769353389487,0.2425656119702436,0.2546884999139795,0.2651644899243197,0.2726719813773719,0.2818276342081576,0.2911235058367354,0.2995531037697878,0.3075557201655106,0.3186469111245445,0.3298836243326738,0.3389455191448434,0.3476700787591146,0.357216516973301,0.3671945002648121,0.37839435601421,0.3896498899437741,0.3966709419334515,0.4021491436971106,0.4109532643393738,0.4220209007696545,0.430276251328856,0.4391720089523582,0.4510513547010912,0.460769065254151,0.4679610584808635,0.4766819172228339,0.4825792312745008,0.4895255740437285,0.4979832835589288,0.5063398418715765,0.5151713074909638,0.5229020817462234,0.5303438190244614,0.5372613219623334,0.5438438888885057,0.5518062180121581,0.5582609832192955,0.5594721427476579,0.5626755153462505,0.5684991937928462,0.571961716049658,0.5750046816120642,0.5831615793104676,0.5938392258308655,0.6007860829776845,0.6046658786320351,0.6086815758248109,0.6163689315473209,0.6229951479267825,0.6245690467673246,0.6288747609919096,0.6360015531935566,0.6407422830125038,0.6466433011609503,0.6548380773596967,0.6624119953294136,0.6662451363777713,0.6658813135314117,0.6670496823433081,0.6722733448245559,0.6750344323205123,0.6770015426539023,0.6813567765862246,0.684737840630903,0.6881353738162053,0.690321549173396,0.6936716515699373,0.6978135316372742,0.699444228033007,0.6985790408987812,0.7001502185587949,0.7054628503407404,0.7100310836502023,0.7145271331645381,0.7183525488374947,0.7214172899780651,0.72645794785064,0.7309131291828063
meanAnt,ssp245,CESM2-WACCM,J50,0.0,0.0112455956851597,0.0239195650384855,0.0370472245282778,0.0526132281541388,0.0712859366195391,0.0886818678663865,0.1054408016497738,0.1197744728654768,0.1330754804910422,0.1485727302064455,0.1610980488041296,0.1699408874271182,0.181711185362368,0.1951268322624922,0.2056231109067009,0.2139072926817236,0.2243180502741052,0.2326762469575,0.2383129624492025,0.2455807365083201,0.2529623941496874,0.2594942018256013,0.2654980388832986,0.2749382618029772,0.2841579913749062,0.2907926839662252,0.2969928577142411,0.3039927106138714,0.3111130820685632,0.3196118386598464,0.3281282591377607,0.33237510648714,0.3352285499617419,0.3416498705882854,0.3500387078925577,0.3555125239052388,0.3614145915372595,0.3701304157352407,0.3767213739465938,0.3809047262793641,0.3866790698051547,0.3896639881817335,0.3938486783891405,0.3995170752622016,0.405175761702741,0.4114807164073785,0.4165964809988985,0.4215289323687469,0.4258935089625328,0.4299273280492287,0.4354404204813797,0.4394531292370184,0.4382550692927098,0.4391223886859184,0.442553733256686,0.4436140917791223,0.4442941450395163,0.4501786788194591,0.4585878534708921,0.4632547640191493,0.4649430989843251,0.4670938938022909,0.4729456112883476,0.4777105770276972,0.4776395887705569,0.4805296184957505,0.4863942925568126,0.4898606157792783,0.4946599004113795,0.5018702134097133,0.5086104770622573,0.5116007869996754,0.5103475688198782,0.5105494874858771,0.5147967191126432,0.5170687116941918,0.5188116190114709,0.5230415102969173,0.526571121289697,0.5303338289233861,0.5330407063705739,0.5368974261386549,0.5420481199030459,0.5457882828932856,0.5471282767400266,0.5511649247800187,0.5597441552191855,0.567675306139763,0.5752403425429888,0.5822273460619224,0.5887235921918502,0.597539554481521,0.607342236915675
meanAnt,ssp245,CESM2-WACCM,WT,0.0,0.0177540531093459,0.0342271348010294,0.0515772192168267,0.0715238687814519,0.0949474227605133,0.1173786346589602,0.1393187429227539,0.1588945559896486,0.176911217080556,0.197347748639066,0.215053410743802,0.22899875296959,0.2459615559883021,0.264778026654402,0.2807953535042281,0.2945773891290521,0.3100526614613317,0.3233737580316821,0.3338301060174002,0.3458201369956919,0.3578553981977546,0.3691065770130838,0.3800161389596392,0.3940646088501164,0.4082475622280604,0.4201626909411027,0.4317008292402908,0.4440830452548194,0.4564953203344412,0.4702088655025283,0.4840367061156394,0.493536465312788,0.5015172410632895,0.5128589400163608,0.5263541183912477,0.5369964955644538,0.5483593927611856,0.5630990155401738,0.5757226834903708,0.5856287382581341,0.5970989167307409,0.6057757376103428,0.6155136600123274,0.6268412993258653,0.6380889629661682,0.6498688653311243,0.6603657271375226,0.6708475324205148,0.6809245596963657,0.6907028427062402,0.7019160404912178,0.7116637085021834,0.7161145552331483,0.722518602188387,0.7315242089147694,0.7381956806903324,0.7444835278124731,0.7558509629287548,0.7697851008562163,0.7799994488952359,0.7871273522225797,0.7943969635611838,0.8053661381305379,0.8153104434449112,0.820235083100657,0.8279415074291285,0.8385039006282843,0.8466781617432467,0.8561207535796687,0.8678926633549128,0.8790782724670326,0.8865852794302468,0.88984889875035,0.8948522456037522,0.903965321375798,0.9106394437079092,0.9165871816630224,0.924967802009248,0.9326435851755098,0.9403586691041712,0.9468720881959564,0.9545982023171184,0.9629142039846904,0.9692979659626416,0.9733408583922876,0.9798342014188164,0.990087308448786,0.9996327823341143,1.0087509650677924,1.0172776279404767,1.0254582396986118,1.0353906468486362,1.044819307088147
meanAnt,ssp245,UKESM1-0-LL,J300,0.0,0.0169155657453671,0.0347126705115925,0.0524875150518603,0.07126240883109,0.0877860826372764,0.1016400328895752,0.1148167849920487,0.1299344585396878,0.145596555854082,0.1602814641137543,0.1758442395101584,0.191864186758577,0.2056200484100198,0.2191202110151479,0.2330895370590857,0.2459237619930993,0.2592228504584129,0.2711126488215568,0.2814790367276401,0.2924750229756857,0.3031705630892236,0.3152372672704445,0.3283947088693412,0.3381099966779894,0.3485653776008704,0.3607850758711395,0.3698063350990553,0.3790342309106699,0.3910144436494729,0.4036131357909711,0.4156140217147461,0.4263215671866717,0.4368350354574417,0.4482874442867006,0.459866893621513,0.4704710702081962,0.4805404850016829,0.4893598470534881,0.4995417065528125,0.51036325599199,0.5203224676643382,0.5299997049606731,0.5387021399021948,0.5470613164684713,0.5555250840576748,0.5632473046013105,0.5712084190002862,0.5820735427566663,0.5923154273607937,0.6030353858806714,0.6157812965728698,0.6268562749479589,0.6365583315598883,0.648780814093067,0.660424664575538,0.6728225608211559,0.6894573734629121,0.7093206188640061,0.727715134557301,0.7470787227096228,0.7673520808322712,0.7894815065241001,0.8079491100861788,0.8237772040138891,0.8406680519977023,0.858080692319093,0.8746053519093087,0.8920020782572206,0.90951827617487,0.9250211490177548,0.9393766935294062,0.9542979827434356,0.9700225475291472,0.986378790407444,1.0062943071642347,1.0254109638305604,1.0419574525167414,1.057999531769772,1.0750809563254229,1.0938982450442971,1.112175497071188,1.1260129781092074,1.1391875859535905,1.1540699512902868,1.1685543855921623,1.1826461025635135,1.19787517056886,1.2150133624048025,1.232007681146376,1.2481538777522416,1.2635417204612884,1.2802431721767076,1.294433190169283
meanAnt,ssp245,UKESM1-0-LL,J50,0.0,0.0155708548607281,0.0320061930405378,0.0484934742880715,0.0658298845760187,0.0807365522512755,0.0928181306003691,0.1041977959820453,0.1176400795361691,0.1313015044494267,0.1441435440436619,0.1575196773093674,0.1710908772581729,0.1824355981499378,0.1939250786995996,0.2061991447860957,0.217380541028086,0.2294241205723735,0.2401849266557243,0.2488676796603455,0.2581434407065223,0.2669906955112864,0.2768287798354504,0.2877866284927225,0.2952871400238766,0.3032338698850392,0.3128478491802742,0.319463209131424,0.3262293710501971,0.3358254113901446,0.3459676947116753,0.3556047114975491,0.3639273125881598,0.3723792153287945,0.382202706226248,0.3922139535408561,0.4011833326833437,0.4095863991749931,0.4167039652111729,0.4252557953060395,0.4344451281637004,0.4431764220472366,0.4522977035141702,0.4607927177452159,0.4690710436062515,0.4780956813439942,0.4860952717157144,0.4944448273911299,0.5052764852304428,0.5170979626709836,0.5305716876337367,0.5460194479947809,0.5623745812800628,0.5789776756057461,0.597554703689225,0.6152921289456582,0.6320023210556424,0.6520509324214095,0.6730351829014813,0.6920484869572019,0.708686194935842,0.7249972823494711,0.7434517991309423,0.7605939362010423,0.7744276313747976,0.7898210835725823,0.8067386121430594,0.8239690854900984,0.8409800794241793,0.8575850227538419,0.8729062916305926,0.8867828674752755,0.9007587112560526,0.916266387933336,0.9319741336785516,0.9512073344818924,0.9703616615743214,0.9871559178098724,1.0038219152322791,1.0217669352266725,1.0415747567252618,1.0600147294367683,1.0738307399960976,1.0871401711792863,1.1019890436678244,1.1163720678717646,1.1304227763014432,1.1458743667266615,1.162540453550235,1.1794455152946068,1.1953921904439382,1.2102539763029243,1.2260988693160506,1.2395445449935008
meanAnt,ssp245,UKESM1-0-LL,WT,0.0,0.022058635137435,0.0419864698517637,0.0620993537640872,0.0834255333342353,0.1027163266510326,0.1193526647143488,0.1354594188793586,0.1535985702002368,0.1723418368187024,0.1901490844633958,0.2088690847659735,0.2279723512873308,0.244635653593771,0.2612650303643389,0.2789640601219817,0.2954315858537791,0.3127048063166005,0.3280837771449564,0.3417185385742141,0.3558891338788836,0.3697656331916379,0.3849193213280787,0.4012647945898693,0.4142435851554645,0.4279526957550384,0.4434112696278216,0.4557899565508562,0.4684100955391146,0.4839687906503969,0.5002079966122576,0.5161887193825268,0.530718870117874,0.5451718346593063,0.5608085288353793,0.5766013975927994,0.5913869350404265,0.6058642607410141,0.6190862020248138,0.6338990999404949,0.6499449277155985,0.6651450799386743,0.6800446500831512,0.6941093143170634,0.707938214256419,0.7219732977000755,0.7353281684059237,0.7494728144901833,0.7667886507076058,0.7832338988241314,0.8004758269082727,0.8199112538622852,0.8376721741079327,0.8538090199390499,0.8725178679484604,0.8920794843679738,0.9093237341156902,0.9295761312737584,0.9510755109420788,0.9705663759042724,0.9876338023131848,1.0051473669739464,1.0244881499248035,1.0408992811559867,1.0543751598980202,1.0688536126182129,1.085102778958322,1.1021288239783782,1.119754532576119,1.1370253599139546,1.152732523359289,1.1673198125252768,1.1823545654789838,1.1980124682858917,1.2140586066989834,1.2332861127627794,1.251753424507713,1.2679862921751708,1.2837802886840888,1.300326980208245,1.318216652482045,1.3349646149945873,1.3474983002671177,1.359535552037933,1.3734804698137375,1.3873817027462978,1.4009375229631142,1.4161515126185318,1.4331184518680202,1.4502919583327607,1.4670928970747394,1.4832397641951274,1.5004982819292627,1.51559732982774
PIG5,ssp245,CESM2-WACCM,J300,0.0,0.0126183276825524,0.0265387690373295,0.0403403039357631,0.0538565296208774,0.0693429793594766,0.0830820518291111,0.0963358758798637,0.1083261633293973,0.118935167331658,0.1323004064567455,0.1432373079774592,0.1504153959578905,0.1602922921905006,0.1721917663386529,0.1815678931494619,0.1885587666888931,0.1983783383155034,0.2066368235921553,0.2120992935875808,0.2191799777265973,0.226561322561731,0.2332249906669802,0.239328996228254,0.2485871418930066,0.2579628012649897,0.2650553371900647,0.2717223724456032,0.2792167647533772,0.2865344224992494,0.2949803067189985,0.3036150970304908,0.3080403938175224,0.3109817447314545,0.3172207366045378,0.3255038466420339,0.3311451830678527,0.3375236294654783,0.3470221088257959,0.3544926637033077,0.3595335961530506,0.3661346876936197,0.370183823374369,0.3755808135673083,0.382764405947496,0.3899779158397632,0.3977501304887144,0.4041560935369984,0.4102353464324566,0.4160427109193318,0.4221880927551695,0.429686931564902,0.4358693735902216,0.4370832994502903,0.4404672688066012,0.446302896494872,0.4500098566073863,0.4539346166309037,0.4630164698390126,0.4749137597221903,0.4832959292623363,0.4889814675647044,0.4948865774901938,0.5042190737382805,0.5131287193050955,0.5165674892821447,0.5228321644330517,0.5321015645462729,0.5390139195305695,0.5474891557007376,0.558575010390386,0.5691855128124098,0.5762114208296029,0.5793496950640101,0.5838641208138462,0.5933381702261479,0.6023994131740779,0.6132252018125369,0.6274046147764011,0.6434544926408335,0.6613546767280282,0.6812556416351909,0.7031714596726382,0.7264912914673276,0.7473616986131265,0.7640723855432541,0.7815769975369063,0.802205276414209,0.8217127159441919,0.8405213352808506,0.8585179941726983,0.8758021146735606,0.8946405793595168,0.9138605468275196
PIG5,ssp245,CESM2-WACCM,J50,0.0,0.0112455956851597,0.0238015073003406,0.0358847583724165,0.0476415704580512,0.0609790117483941,0.0728073533512395,0.0836086717709766,0.0927561107847518,0.1005804969335022,0.1110716322927321,0.1191434888661288,0.1236525976766369,0.1309038627107046,0.1399472902104524,0.1464895925417673,0.1508297438787076,0.1579797165811838,0.1637223880005381,0.1667142715727558,0.1709411083671728,0.175518692404549,0.1794782443154071,0.1829398528672698,0.1896995890438242,0.1965543296378217,0.2014369953268193,0.2057996917764566,0.2110182289576364,0.2159936365636136,0.2224004191768597,0.2288909540900543,0.2312541992496133,0.2321674736437774,0.2364606031027218,0.2427356342208904,0.2463723348605481,0.2507916095152808,0.2580041814603892,0.2633604846730043,0.2664015750029677,0.2708434985110188,0.2727139280154634,0.2758202238828839,0.2803278000370264,0.2848953761172548,0.289695279316819,0.2934485019466023,0.2973935104939681,0.3010741366149856,0.304475600086137,0.3094988884541487,0.313396421956427,0.3120012149414407,0.3131898969718474,0.3173999738968131,0.3191854612574371,0.3207863144526612,0.3277087365736379,0.3367091309712767,0.3425790499250737,0.3459702557109523,0.3494602299656366,0.356549810905466,0.3632853250099547,0.3652819888225172,0.3699464828330388,0.3780401005863565,0.3840036877979894,0.3916182740258874,0.4020176374373674,0.411949938453188,0.4185342968409701,0.4214525497228585,0.4276918096500977,0.4391273363325864,0.449326419671117,0.4596228625207765,0.4744633563646842,0.4905890176464055,0.5098818249662773,0.529827314945615,0.553266456194729,0.5769427221166369,0.596441070391439,0.6148756508387722,0.634353598946589,0.6554896134997056,0.6753727262881277,0.695438952072109,0.7152336861034144,0.7353738149721966,0.7579259456264885,0.7797026422749394
PIG5,ssp245,CESM2-WACCM,WT,0.0,0.0177540531093459,0.0343123006243193,0.0512755630935903,0.0681648608747774,0.0870722356927573,0.1046062674400496,0.1218289263054052,0.1373404006696299,0.1513805322443091,0.1680313220202197,0.1820723046736415,0.1924645375795546,0.2056359572721865,0.2206905464457407,0.2331237128390105,0.2433826383416521,0.2565947267829894,0.268238925158925,0.2770130632563812,0.2873049976259291,0.2977783936704531,0.3074666593630361,0.3166580853721586,0.3289819763455495,0.3415096856218341,0.3516894435486827,0.3614743013162547,0.3721518601471521,0.3827388550427512,0.3946123866697706,0.4066039409811892,0.4144088983698413,0.420703613023173,0.4301853397053876,0.4417136978055134,0.4504947969239273,0.4600195187598177,0.4726420111434816,0.4831641407737997,0.4913199679210884,0.5011236172268368,0.5081287560081361,0.5163174900334647,0.5260155796845514,0.5357446076595165,0.5461806565131013,0.5554776542977471,0.5644402371757001,0.5729300718514413,0.5811453514392433,0.5908338531202781,0.5990999060125447,0.6022836516516729,0.6075591460795864,0.6156686171038067,0.621470048222535,0.6268619013757232,0.6378999971349478,0.6516430084978929,0.6621619087335643,0.6702882792948243,0.6786375371494501,0.6903225556632536,0.7012710889136655,0.7075218609070588,0.7165372999447802,0.7287353347083666,0.7386935914380353,0.7494295644780893,0.7625997373560198,0.7755851385659245,0.7853011669696739,0.7913392802010344,0.7991929863121898,0.8114127323917253,0.8219968914557554,0.8336854242203573,0.8513316449638968,0.868682792941942,0.8868072502501656,0.9046296214252384,0.9223347943486566,0.9404203979513877,0.9580235253931504,0.972888174028839,0.9896296151020324,1.0094434586785077,1.0283760257540238,1.0470865903433726,1.064709862027995,1.0827619883811783,1.1024249119453642,1.119838366257892
PIG5,ssp245,UKESM1-0-LL,J300,0.0,0.0169155657453671,0.0347359001078945,0.052413999409366,0.0709416794288096,0.0871372131453018,0.1007095903485733,0.1137302598405647,0.1287801010297373,0.1442795295691054,0.1586120660307114,0.1738826018051953,0.1896886260813022,0.203185334245081,0.2165884793160859,0.2308095437323088,0.2435638758401587,0.2570662380160673,0.2691903680834716,0.2799079077169559,0.2914085455102215,0.302742118612669,0.31527921230528,0.3289196301574209,0.3391199175487102,0.3504162761242947,0.3632192566679108,0.3727267397629217,0.3824505035602659,0.3950262789865319,0.408059781741622,0.4202611504092855,0.4310120246136846,0.441691393329758,0.4537883435708007,0.4660716166815456,0.4771513346228082,0.4881840645324324,0.4979095191455691,0.5096502527287365,0.5224872435089529,0.5342114684644976,0.5459827351016153,0.5571350029676821,0.5683587513503414,0.5811038993292732,0.5948881815667881,0.6122082119341349,0.6352547593787335,0.6572949173415283,0.6814808575789123,0.7059164156220233,0.729461309406186,0.7515891874482822,0.7754319778114327,0.798887834667642,0.8208361412722203,0.8464922071723591,0.8731620375577842,0.89721588878233,0.918251211224862,0.9401251256780156,0.9631716796901892,0.983811654196449,1.0016705034220506,1.0207022281873075,1.0414806873983289,1.061632410224904,1.082254965666818,1.1022770034962717,1.1202200296826028,1.1365761244781465,1.1539667381443064,1.171517304917249,1.1891726223924033,1.2100199616915996,1.2304238618836707,1.2496537196863082,1.2691839203396034,1.2917419091031994,1.3164821571702738,1.340352151454477,1.3591790422918637,1.3770888078804906,1.396815048062744,1.4177247109462954,1.439436338852797,1.46421450597723,1.489465563631016,1.5141201392615566,1.5376883166513944,1.559980078987967,1.5831595908759444,1.6038077334376482
